CARD_NO,MEMBER_NO,CARD_CODE,CARD_PASSWORD,VALID_DATE,CVC_NO,,
1111-1111-1111-1625,Z0963293741ST,,,,,,
1111-1111-1111-1626,Z0963294631ST,,,,,,
1111-1111-1111-1627,Z1013255061ST,,,,,,
1111-1111-1111-1628,Z1014227441ST,,,,,,
1111-1111-1111-1629,Z1014240311ST,,,,,,
1111-1111-1111-1630,Z1014246551ST,,,,,,
1111-1111-1111-1631,Z1014280111ST,,,,,,
1111-1111-1111-1632,Z1024247871ST,,,,,,
1111-1111-1111-1633,Z1024254001ST,,,,,,
1111-1111-1111-1634,Z1024292841ST,,,,,,
1111-1111-1111-1635,Z1024296161ST,,,,,,
1111-1111-1111-1636,Z1033214921ST,,,,,,
1111-1111-1111-1637,Z1034250391ST,,,,,,
1111-1111-1111-1638,Z1034260851ST,,,,,,
1111-1111-1111-1639,Z1034261131ST,,,,,,
1111-1111-1111-1640,Z1034277141ST,,,,,,
1111-1111-1111-1641,Z1043211651ST,,,,,,
1111-1111-1111-1642,Z1043220051ST,,,,,,
1111-1111-1111-1643,Z1043239171ST,,,,,,
1111-1111-1111-1644,Z1043273451ST,,,,,,
1111-1111-1111-1645,Z1044232131ST,,,,,,
1111-1111-1111-1646,Z1044240311ST,,,,,,
1111-1111-1111-1647,Z1044252161ST,,,,,,
1111-1111-1111-1648,Z1044269281ST,,,,,,
1111-1111-1111-1649,Z1044278321ST,,,,,,
1111-1111-1111-1650,Z1063230611ST,,,,,,
1111-1111-1111-1651,Z1063265171ST,,,,,,
1111-1111-1111-1652,Z1073267561ST,,,,,,
1111-1111-1111-1653,Z1113217981ST,,,,,,
1111-1111-1111-1654,Z1113285181ST,,,,,,
1111-1111-1111-1655,Z1114291101ST,,,,,,
1111-1111-1111-1656,Z1123243911ST,,,,,,
1111-1111-1111-1657,Z1124219911ST,,,,,,
1111-1111-1111-1658,Z1124222981ST,,,,,,
1111-1111-1111-1659,Z1124245671ST,,,,,,
1111-1111-1111-1660,Z1124275051ST,,,,,,
1111-1111-1111-1661,Z1133221221ST,,,,,,
1111-1111-1111-1662,Z1143247911ST,,,,,,
1111-1111-1111-1663,Z1143255851ST,,,,,,
1111-1111-1111-1664,Z1143266781ST,,,,,,
1111-1111-1111-1665,Z1143286311ST,,,,,,
1111-1111-1111-1666,Z1153259031ST,,,,,,
1111-1111-1111-1667,Z1153294701ST,,,,,,
1111-1111-1111-1668,Z1154230161ST,,,,,,
1111-1111-1111-1669,Z1154283661ST,,,,,,
1111-1111-1111-1670,Z1154284061ST,,,,,,
1111-1111-1111-1671,Z1163274421ST,,,,,,
1111-1111-1111-1672,Z1173272571ST,,,,,,
1111-1111-1111-1673,Z1204269491ST,,,,,,
1111-1111-1111-1674,Z1213260521ST,,,,,,
1111-1111-1111-1675,Z1213268601ST,,,,,,
1111-1111-1111-1676,Z1213282241ST,,,,,,
1111-1111-1111-1677,Z1213286041ST,,,,,,
1111-1111-1111-1678,Z1214272981ST,,,,,,
1111-1111-1111-1679,Z1223227851ST,,,,,,
1111-1111-1111-1680,Z1224251461ST,,,,,,
1111-1111-1111-1681,Z1224299681ST,,,,,,
1111-1111-1111-1682,Z1234236321ST,,,,,,
1111-1111-1111-1683,Z1243212211ST,,,,,,
1111-1111-1111-1684,Z1243252591ST,,,,,,
1111-1111-1111-1685,Z1253212731ST,,,,,,
1111-1111-1111-1686,Z1263211341ST,,,,,,
1111-1111-1111-1687,Z1263226961ST,,,,,,
1111-1111-1111-1688,Z1263285271ST,,,,,,
1111-1111-1111-1689,Z1263286621ST,,,,,,
1111-1111-1111-1690,Z1273234331ST,,,,,,
1111-1111-1111-1691,Z1273269971ST,,,,,,
1111-1111-1111-1692,Z1273280411ST,,,,,,
1111-1111-1111-1693,Z1273295751ST,,,,,,
1111-1111-1111-1694,Z1273296271ST,,,,,,
1111-1111-1111-1695,Z1304215031ST,,,,,,
1111-1111-1111-1696,Z1304215671ST,,,,,,
1111-1111-1111-1697,Z1304219171ST,,,,,,
1111-1111-1111-1698,Z1304223951ST,,,,,,
1111-1111-1111-1699,Z1304259031ST,,,,,,
1111-1111-1111-1700,Z1304259971ST,,,,,,
1111-1111-1111-1701,Z1304263381ST,,,,,,
1111-1111-1111-1702,Z1304283101ST,,,,,,
1111-1111-1111-1703,Z1304283341ST,,,,,,
1111-1111-1111-1704,Z1304294211ST,,,,,,
1111-1111-1111-1705,Z1313235101ST,,,,,,
1111-1111-1111-1706,Z1313251541ST,,,,,,
1111-1111-1111-1707,Z1314250591ST,,,,,,
1111-1111-1111-1708,Z1314254531ST,,,,,,
1111-1111-1111-1709,Z1314266191ST,,,,,,
1111-1111-1111-1710,Z1314273691ST,,,,,,
1111-1111-1111-1711,Z1314289501ST,,,,,,
1111-1111-1111-1712,Z1323246061ST,,,,,,
1111-1111-1111-1713,Z1324259911ST,,,,,,
1111-1111-1111-1714,Z1324285321ST,,,,,,
1111-1111-1111-1715,Z1333230601ST,,,,,,
1111-1111-1111-1716,Z1334236161ST,,,,,,
1111-1111-1111-1717,Z1343217241ST,,,,,,
1111-1111-1111-1718,Z1343237411ST,,,,,,
1111-1111-1111-1719,Z1344214331ST,,,,,,
1111-1111-1111-1720,Z1344286751ST,,,,,,
1111-1111-1111-1721,Z1353210151ST,,,,,,
1111-1111-1111-1722,Z1353219991ST,,,,,,
1111-1111-1111-1723,Z1353233991ST,,,,,,
1111-1111-1111-1724,Z1353238081ST,,,,,,
1111-1111-1111-1725,Z1353247031ST,,,,,,
1111-1111-1111-1726,Z1353252011ST,,,,,,
1111-1111-1111-1727,Z1353295291ST,,,,,,
1111-1111-1111-1728,Z1363237381ST,,,,,,
1111-1111-1111-1729,Z1363242801ST,,,,,,
1111-1111-1111-1730,Z1363275081ST,,,,,,
1111-1111-1111-1731,Z1363284871ST,,,,,,
1111-1111-1111-1732,Z1363299491ST,,,,,,
1111-1111-1111-1733,Z1373215931ST,,,,,,
1111-1111-1111-1734,Z1373222571ST,,,,,,
1111-1111-1111-1735,Z1373224171ST,,,,,,
1111-1111-1111-1736,Z1373239731ST,,,,,,
1111-1111-1111-1737,Z1373257271ST,,,,,,
1111-1111-1111-1738,Z1404215191ST,,,,,,
1111-1111-1111-1739,Z1404215981ST,,,,,,
1111-1111-1111-1740,Z1404217781ST,,,,,,
1111-1111-1111-1741,Z1404236241ST,,,,,,
1111-1111-1111-1742,Z1404260781ST,,,,,,
1111-1111-1111-1743,Z1404261231ST,,,,,,
1111-1111-1111-1744,Z1404266051ST,,,,,,
1111-1111-1111-1745,Z1413283171ST,,,,,,
1111-1111-1111-1746,Z1414244161ST,,,,,,
1111-1111-1111-1747,Z1414256431ST,,,,,,
1111-1111-1111-1748,Z1414263531ST,,,,,,
1111-1111-1111-1749,Z1414268031ST,,,,,,
1111-1111-1111-1750,Z1414285221ST,,,,,,
1111-1111-1111-1751,Z1414286741ST,,,,,,
1111-1111-1111-1752,Z1424236201ST,,,,,,
1111-1111-1111-1753,Z1424288651ST,,,,,,
1111-1111-1111-1754,Z1433284521ST,,,,,,
1111-1111-1111-1755,Z1434253381ST,,,,,,
1111-1111-1111-1756,Z1434255421ST,,,,,,
1111-1111-1111-1757,Z1434263791ST,,,,,,
1111-1111-1111-1758,Z1434288231ST,,,,,,
1111-1111-1111-1759,Z1434290371ST,,,,,,
1111-1111-1111-1760,Z1434297851ST,,,,,,
1111-1111-1111-1761,Z1443294741ST,,,,,,
1111-1111-1111-1762,Z1443297211ST,,,,,,
1111-1111-1111-1763,Z1444234621ST,,,,,,
1111-1111-1111-1764,Z1453228191ST,,,,,,
1111-1111-1111-1765,Z1453232851ST,,,,,,
1111-1111-1111-1766,Z1453235511ST,,,,,,
1111-1111-1111-1767,Z1453236451ST,,,,,,
1111-1111-1111-1768,Z1463219311ST,,,,,,
1111-1111-1111-1769,Z1463228841ST,,,,,,
1111-1111-1111-1770,Z1463266431ST,,,,,,
1111-1111-1111-1771,Z1463289361ST,,,,,,
1111-1111-1111-1772,Z1473211901ST,,,,,,
1111-1111-1111-1773,Z1473226471ST,,,,,,
1111-1111-1111-1774,Z1473249421ST,,,,,,
1111-1111-1111-1775,Z1504212581ST,,,,,,
1111-1111-1111-1776,Z1504212671ST,,,,,,
1111-1111-1111-1777,Z1504227431ST,,,,,,
1111-1111-1111-1778,Z1504230231ST,,,,,,
1111-1111-1111-1779,Z1504256001ST,,,,,,
1111-1111-1111-1780,Z1504261141ST,,,,,,
1111-1111-1111-1781,Z1504275671ST,,,,,,
1111-1111-1111-1782,Z1504285781ST,,,,,,
1111-1111-1111-1783,Z1504297111ST,,,,,,
1111-1111-1111-1784,Z1504298251ST,,,,,,
1111-1111-1111-1785,Z1513289541ST,,,,,,
1111-1111-1111-1786,Z1514236531ST,,,,,,
1111-1111-1111-1787,Z1514239641ST,,,,,,
1111-1111-1111-1788,Z1514248541ST,,,,,,
1111-1111-1111-1789,Z1514256111ST,,,,,,
1111-1111-1111-1790,Z1514277141ST,,,,,,
1111-1111-1111-1791,Z1514287531ST,,,,,,
1111-1111-1111-1792,Z1514292541ST,,,,,,
1111-1111-1111-1793,Z1523211981ST,,,,,,
1111-1111-1111-1794,Z1523277791ST,,,,,,
1111-1111-1111-1795,Z1523278711ST,,,,,,
1111-1111-1111-1796,Z1523283461ST,,,,,,
1111-1111-1111-1797,Z1523287221ST,,,,,,
1111-1111-1111-1798,Z1524212411ST,,,,,,
1111-1111-1111-1799,Z1524217321ST,,,,,,
1111-1111-1111-1800,Z1524248281ST,,,,,,
1111-1111-1111-1801,Z1524253851ST,,,,,,
1111-1111-1111-1802,Z1524258731ST,,,,,,
1111-1111-1111-1803,Z1524270161ST,,,,,,
1111-1111-1111-1804,Z1524286721ST,,,,,,
1111-1111-1111-1805,Z1534212891ST,,,,,,
1111-1111-1111-1806,Z1534239101ST,,,,,,
1111-1111-1111-1807,Z1534240571ST,,,,,,
1111-1111-1111-1808,Z1534258191ST,,,,,,
1111-1111-1111-1809,Z1534270611ST,,,,,,
1111-1111-1111-1810,Z1544256521ST,,,,,,
1111-1111-1111-1811,Z1553216801ST,,,,,,
1111-1111-1111-1812,Z1553222641ST,,,,,,
1111-1111-1111-1813,Z1553238791ST,,,,,,
1111-1111-1111-1814,Z1553242741ST,,,,,,
1111-1111-1111-1815,Z1553254001ST,,,,,,
1111-1111-1111-1816,Z1553290001ST,,,,,,
1111-1111-1111-1817,Z1563257241ST,,,,,,
1111-1111-1111-1818,Z1563283521ST,,,,,,
1111-1111-1111-1819,Z1573224681ST,,,,,,
1111-1111-1111-1820,Z1573232441ST,,,,,,
1111-1111-1111-1821,Z1573266591ST,,,,,,
1111-1111-1111-1822,Z1573267011ST,,,,,,
1111-1111-1111-1823,Z1573278831ST,,,,,,
1111-1111-1111-1824,Z1604210831ST,,,,,,
1111-1111-1111-1825,Z1604223531ST,,,,,,
1111-1111-1111-1826,Z1604224971ST,,,,,,
1111-1111-1111-1827,Z1604231091ST,,,,,,
1111-1111-1111-1828,Z1604234471ST,,,,,,
1111-1111-1111-1829,Z1604245861ST,,,,,,
1111-1111-1111-1830,Z1604253221ST,,,,,,
1111-1111-1111-1831,Z1604283231ST,,,,,,
1111-1111-1111-1832,Z1604287581ST,,,,,,
1111-1111-1111-1833,Z1613236881ST,,,,,,
1111-1111-1111-1834,Z1613243421ST,,,,,,
1111-1111-1111-1835,Z1614239501ST,,,,,,
1111-1111-1111-1836,Z1614242041ST,,,,,,
1111-1111-1111-1837,Z1614243631ST,,,,,,
1111-1111-1111-1838,Z1614271671ST,,,,,,
1111-1111-1111-1839,Z1614274541ST,,,,,,
1111-1111-1111-1840,Z1614282871ST,,,,,,
1111-1111-1111-1841,Z1614298311ST,,,,,,
1111-1111-1111-1842,Z1614298361ST,,,,,,
1111-1111-1111-1843,Z1624212041ST,,,,,,
1111-1111-1111-1844,Z1624214371ST,,,,,,
1111-1111-1111-1845,Z1624216011ST,,,,,,
1111-1111-1111-1846,Z1624238161ST,,,,,,
1111-1111-1111-1847,Z1624238421ST,,,,,,
1111-1111-1111-1848,Z1624244111ST,,,,,,
1111-1111-1111-1849,Z1624248051ST,,,,,,
1111-1111-1111-1850,Z1624258891ST,,,,,,
1111-1111-1111-1851,Z1624268411ST,,,,,,
1111-1111-1111-1852,Z1624274521ST,,,,,,
1111-1111-1111-1853,Z1624281051ST,,,,,,
1111-1111-1111-1854,Z1624288291ST,,,,,,
1111-1111-1111-1855,Z1624289541ST,,,,,,
1111-1111-1111-1856,Z1624289731ST,,,,,,
1111-1111-1111-1857,Z1624293931ST,,,,,,
1111-1111-1111-1858,Z1634210391ST,,,,,,
1111-1111-1111-1859,Z1634216721ST,,,,,,
1111-1111-1111-1860,Z1634219251ST,,,,,,
1111-1111-1111-1861,Z1634223081ST,,,,,,
1111-1111-1111-1862,Z1634225201ST,,,,,,
1111-1111-1111-1863,Z1634226721ST,,,,,,
1111-1111-1111-1864,Z1634227101ST,,,,,,
1111-1111-1111-1865,Z1634228081ST,,,,,,
1111-1111-1111-1866,Z1634228451ST,,,,,,
1111-1111-1111-1867,Z1634230461ST,,,,,,
1111-1111-1111-1868,Z1634230981ST,,,,,,
1111-1111-1111-1869,Z1634231031ST,,,,,,
1111-1111-1111-1870,Z1634233641ST,,,,,,
1111-1111-1111-1871,Z1634234421ST,,,,,,
1111-1111-1111-1872,Z1634234801ST,,,,,,
1111-1111-1111-1873,Z1634237131ST,,,,,,
1111-1111-1111-1874,Z1634237871ST,,,,,,
1111-1111-1111-1875,Z1634240501ST,,,,,,
1111-1111-1111-1876,Z1634241501ST,,,,,,
1111-1111-1111-1877,Z1634243981ST,,,,,,
1111-1111-1111-1878,Z1634246181ST,,,,,,
1111-1111-1111-1879,Z1634246691ST,,,,,,
1111-1111-1111-1880,Z1634248861ST,,,,,,
1111-1111-1111-1881,Z1634249881ST,,,,,,
1111-1111-1111-1882,Z1634250751ST,,,,,,
1111-1111-1111-1883,Z1634250781ST,,,,,,
1111-1111-1111-1884,Z1634252791ST,,,,,,
1111-1111-1111-1885,Z1634254901ST,,,,,,
1111-1111-1111-1886,Z1634257841ST,,,,,,
1111-1111-1111-1887,Z1634260251ST,,,,,,
1111-1111-1111-1888,Z1634261471ST,,,,,,
1111-1111-1111-1889,Z1634261831ST,,,,,,
1111-1111-1111-1890,Z1634261841ST,,,,,,
1111-1111-1111-1891,Z1634262401ST,,,,,,
1111-1111-1111-1892,Z1634268981ST,,,,,,
1111-1111-1111-1893,Z1634274291ST,,,,,,
1111-1111-1111-1894,Z1634276161ST,,,,,,
1111-1111-1111-1895,Z1634277231ST,,,,,,
1111-1111-1111-1896,Z1634282121ST,,,,,,
1111-1111-1111-1897,Z1634282841ST,,,,,,
1111-1111-1111-1898,Z1634284651ST,,,,,,
1111-1111-1111-1899,Z1634284711ST,,,,,,
1111-1111-1111-1900,Z1634286161ST,,,,,,
1111-1111-1111-1901,Z1634290301ST,,,,,,
1111-1111-1111-1902,Z1634292971ST,,,,,,
1111-1111-1111-1903,Z1634297301ST,,,,,,
1111-1111-1111-1904,Z1643235931ST,,,,,,
1111-1111-1111-1905,Z1643237581ST,,,,,,
1111-1111-1111-1906,Z1643253161ST,,,,,,
1111-1111-1111-1907,Z1643281751ST,,,,,,
1111-1111-1111-1908,Z1644214231ST,,,,,,
1111-1111-1111-1909,Z1644217491ST,,,,,,
1111-1111-1111-1910,Z1644222451ST,,,,,,
1111-1111-1111-1911,Z1644232321ST,,,,,,
1111-1111-1111-1912,Z1644233141ST,,,,,,
1111-1111-1111-1913,Z1644237581ST,,,,,,
1111-1111-1111-1914,Z1644241521ST,,,,,,
1111-1111-1111-1915,Z1644242181ST,,,,,,
1111-1111-1111-1916,Z1644242471ST,,,,,,
1111-1111-1111-1917,Z1644244401ST,,,,,,
1111-1111-1111-1918,Z1644249461ST,,,,,,
1111-1111-1111-1919,Z1644251671ST,,,,,,
1111-1111-1111-1920,Z1644254871ST,,,,,,
1111-1111-1111-1921,Z1644255381ST,,,,,,
1111-1111-1111-1922,Z1644256381ST,,,,,,
1111-1111-1111-1923,Z1644260061ST,,,,,,
1111-1111-1111-1924,Z1644264611ST,,,,,,
1111-1111-1111-1925,Z1644264751ST,,,,,,
1111-1111-1111-1926,Z1644265951ST,,,,,,
1111-1111-1111-1927,Z1644266721ST,,,,,,
1111-1111-1111-1928,Z1644288631ST,,,,,,
1111-1111-1111-1929,Z1644295301ST,,,,,,
1111-1111-1111-1930,Z1644296271ST,,,,,,
1111-1111-1111-1931,Z1644296531ST,,,,,,
1111-1111-1111-1932,Z1644299601ST,,,,,,
1111-1111-1111-1933,Z1644299671ST,,,,,,
1111-1111-1111-1934,Z1653227941ST,,,,,,
1111-1111-1111-1935,Z1663231591ST,,,,,,
1111-1111-1111-1936,Z1663260091ST,,,,,,
1111-1111-1111-1937,Z1704214621ST,,,,,,
1111-1111-1111-1938,Z1704216671ST,,,,,,
1111-1111-1111-1939,Z1704220221ST,,,,,,
1111-1111-1111-1940,Z1704227411ST,,,,,,
1111-1111-1111-1941,Z1704235221ST,,,,,,
1111-1111-1111-1942,Z1704239181ST,,,,,,
1111-1111-1111-1943,Z1704241921ST,,,,,,
1111-1111-1111-1944,Z1704282611ST,,,,,,
1111-1111-1111-1945,Z1714218171ST,,,,,,
1111-1111-1111-1946,Z1714220741ST,,,,,,
1111-1111-1111-1947,Z1714236421ST,,,,,,
1111-1111-1111-1948,Z1714239191ST,,,,,,
1111-1111-1111-1949,Z1714244511ST,,,,,,
1111-1111-1111-1950,Z1714254401ST,,,,,,
1111-1111-1111-1951,Z1714263871ST,,,,,,
1111-1111-1111-1952,Z1714265331ST,,,,,,
1111-1111-1111-1953,Z1714273721ST,,,,,,
1111-1111-1111-1954,Z1714280291ST,,,,,,
1111-1111-1111-1955,Z1714282321ST,,,,,,
1111-1111-1111-1956,Z1714283511ST,,,,,,
1111-1111-1111-1957,Z1723211401ST,,,,,,
1111-1111-1111-1958,Z1723283551ST,,,,,,
1111-1111-1111-1959,Z1724221261ST,,,,,,
1111-1111-1111-1960,Z1724225001ST,,,,,,
1111-1111-1111-1961,Z1724228151ST,,,,,,
1111-1111-1111-1962,Z1724253021ST,,,,,,
1111-1111-1111-1963,Z1724267051ST,,,,,,
1111-1111-1111-1964,Z1724278711ST,,,,,,
1111-1111-1111-1965,Z1733233311ST,,,,,,
1111-1111-1111-1966,Z1734212951ST,,,,,,
1111-1111-1111-1967,Z1734262101ST,,,,,,
1111-1111-1111-1968,Z1734264481ST,,,,,,
1111-1111-1111-1969,Z1734290591ST,,,,,,
1111-1111-1111-1970,Z1734299401ST,,,,,,
1111-1111-1111-1971,Z1743237291ST,,,,,,
1111-1111-1111-1972,Z1744218491ST,,,,,,
1111-1111-1111-1973,Z1744220311ST,,,,,,
1111-1111-1111-1974,Z1744227021ST,,,,,,
1111-1111-1111-1975,Z1744234571ST,,,,,,
1111-1111-1111-1976,Z1744241211ST,,,,,,
1111-1111-1111-1977,Z1744241261ST,,,,,,
1111-1111-1111-1978,Z1744243021ST,,,,,,
1111-1111-1111-1979,Z1744243121ST,,,,,,
1111-1111-1111-1980,Z1744243741ST,,,,,,
1111-1111-1111-1981,Z1744269471ST,,,,,,
1111-1111-1111-1982,Z1744273251ST,,,,,,
1111-1111-1111-1983,Z1744286741ST,,,,,,
1111-1111-1111-1984,Z1744292531ST,,,,,,
1111-1111-1111-1985,Z1753219701ST,,,,,,
1111-1111-1111-1986,Z1753265021ST,,,,,,
1111-1111-1111-1987,Z1753274911ST,,,,,,
1111-1111-1111-1988,Z1763249581ST,,,,,,
1111-1111-1111-1989,Z1804215761ST,,,,,,
1111-1111-1111-1990,Z1804265031ST,,,,,,
1111-1111-1111-1991,Z1814210881ST,,,,,,
1111-1111-1111-1992,Z1814210891ST,,,,,,
1111-1111-1111-1993,Z1814212301ST,,,,,,
1111-1111-1111-1994,Z1814212521ST,,,,,,
1111-1111-1111-1995,Z1814217321ST,,,,,,
1111-1111-1111-1996,Z1814217391ST,,,,,,
1111-1111-1111-1997,Z1814221101ST,,,,,,
1111-1111-1111-1998,Z1814229501ST,,,,,,
1111-1111-1111-1999,Z1814232411ST,,,,,,
1111-1111-1111-2000,Z1814238021ST,,,,,,
1111-1111-1111-2001,Z1814241791ST,,,,,,
1111-1111-1111-2002,Z1814244641ST,,,,,,
1111-1111-1111-2003,Z1814248921ST,,,,,,
1111-1111-1111-2004,Z1814252311ST,,,,,,
1111-1111-1111-2005,Z1814258091ST,,,,,,
1111-1111-1111-2006,Z1814260541ST,,,,,,
1111-1111-1111-2007,Z1814265421ST,,,,,,
1111-1111-1111-2008,Z1814274761ST,,,,,,
1111-1111-1111-2009,Z1814281681ST,,,,,,
1111-1111-1111-2010,Z1814281711ST,,,,,,
1111-1111-1111-2011,Z1814281771ST,,,,,,
1111-1111-1111-2012,Z1814285151ST,,,,,,
1111-1111-1111-2013,Z1814285571ST,,,,,,
1111-1111-1111-2014,Z1814286241ST,,,,,,
1111-1111-1111-2015,Z1814290811ST,,,,,,
1111-1111-1111-2016,Z1814292321ST,,,,,,
1111-1111-1111-2017,Z1814295581ST,,,,,,
1111-1111-1111-2018,Z1814298081ST,,,,,,
1111-1111-1111-2019,Z1814298541ST,,,,,,
1111-1111-1111-2020,Z1814298771ST,,,,,,
1111-1111-1111-2021,Z1824211551ST,,,,,,
1111-1111-1111-2022,Z1824214061ST,,,,,,
1111-1111-1111-2023,Z1824219091ST,,,,,,
1111-1111-1111-2024,Z1824220201ST,,,,,,
1111-1111-1111-2025,Z1824221751ST,,,,,,
1111-1111-1111-2026,Z1824227181ST,,,,,,
1111-1111-1111-2027,Z1824233241ST,,,,,,
1111-1111-1111-2028,Z1824238231ST,,,,,,
1111-1111-1111-2029,Z1824241151ST,,,,,,
1111-1111-1111-2030,Z1824244241ST,,,,,,
1111-1111-1111-2031,Z1824245041ST,,,,,,
1111-1111-1111-2032,Z1824246261ST,,,,,,
1111-1111-1111-2033,Z1824248191ST,,,,,,
1111-1111-1111-2034,Z1824257411ST,,,,,,
1111-1111-1111-2035,Z1824262001ST,,,,,,
1111-1111-1111-2036,Z1824262751ST,,,,,,
1111-1111-1111-2037,Z1824275131ST,,,,,,
1111-1111-1111-2038,Z1824275251ST,,,,,,
1111-1111-1111-2039,Z1824278421ST,,,,,,
1111-1111-1111-2040,Z1824280941ST,,,,,,
1111-1111-1111-2041,Z1824283421ST,,,,,,
1111-1111-1111-2042,Z1824284101ST,,,,,,
1111-1111-1111-2043,Z1824284811ST,,,,,,
1111-1111-1111-2044,Z1824287571ST,,,,,,
1111-1111-1111-2045,Z1824288571ST,,,,,,
1111-1111-1111-2046,Z1824289571ST,,,,,,
1111-1111-1111-2047,Z1824292371ST,,,,,,
1111-1111-1111-2048,Z1833279431ST,,,,,,
1111-1111-1111-2049,Z1833286401ST,,,,,,
1111-1111-1111-2050,Z1833299521ST,,,,,,
1111-1111-1111-2051,Z1834211771ST,,,,,,
1111-1111-1111-2052,Z1844229971ST,,,,,,
1111-1111-1111-2053,Z1844231121ST,,,,,,
1111-1111-1111-2054,Z1844251571ST,,,,,,
1111-1111-1111-2055,Z1853288791ST,,,,,,
1111-1111-1111-2056,Z1853296641ST,,,,,,
1111-1111-1111-2057,Z1872247271ST,,,,,,
1111-1111-1111-2058,Z1904264351ST,,,,,,
1111-1111-1111-2059,Z1914221261ST,,,,,,
1111-1111-1111-2060,Z1914242261ST,,,,,,
1111-1111-1111-2061,Z1914246421ST,,,,,,
1111-1111-1111-2062,Z1914247631ST,,,,,,
1111-1111-1111-2063,Z1914275581ST,,,,,,
1111-1111-1111-2064,Z1923222691ST,,,,,,
1111-1111-1111-2065,Z1924223071ST,,,,,,
1111-1111-1111-2066,Z1924227981ST,,,,,,
1111-1111-1111-2067,Z1924260891ST,,,,,,
1111-1111-1111-2068,Z1924262481ST,,,,,,
1111-1111-1111-2069,Z1924263611ST,,,,,,
1111-1111-1111-2070,Z1924264421ST,,,,,,
1111-1111-1111-2071,Z1924265751ST,,,,,,
1111-1111-1111-2072,Z1924267471ST,,,,,,
1111-1111-1111-2073,Z1924273961ST,,,,,,
1111-1111-1111-2074,Z1924275731ST,,,,,,
1111-1111-1111-2075,Z1924290521ST,,,,,,
1111-1111-1111-2076,Z1933232041ST,,,,,,
1111-1111-1111-2077,Z1933263991ST,,,,,,
1111-1111-1111-2078,Z1933264321ST,,,,,,
1111-1111-1111-2079,Z1933273581ST,,,,,,
1111-1111-1111-2080,Z1943277601ST,,,,,,
1111-1111-1111-2081,Z1953264551ST,,,,,,
1111-1111-1111-2082,Z1963215491ST,,,,,,
1111-1111-1111-2083,Z1963215571ST,,,,,,
1111-1111-1111-2084,Z1963227961ST,,,,,,
1111-1111-1111-2085,Z1963246391ST,,,,,,
1111-1111-1111-2086,Z1963260691ST,,,,,,
1111-1111-1111-2087,Z1963261191ST,,,,,,
1111-1111-1111-2088,Z1963280091ST,,,,,,
1111-1111-1111-2089,Z1963282891ST,,,,,,
1111-1111-1111-2090,Z1963289561ST,,,,,,
1111-1111-1111-2091,Z2013276341ST,,,,,,
1111-1111-1111-2092,Z2013289111ST,,,,,,
1111-1111-1111-2093,Z2014248001ST,,,,,,
1111-1111-1111-2094,Z2014290411ST,,,,,,
1111-1111-1111-2095,Z2024221021ST,,,,,,
1111-1111-1111-2096,Z2024226671ST,,,,,,
1111-1111-1111-2097,Z2024239631ST,,,,,,
1111-1111-1111-2098,Z2024253971ST,,,,,,
1111-1111-1111-2099,Z2033214351ST,,,,,,
1111-1111-1111-2100,Z2033245901ST,,,,,,
1111-1111-1111-2101,Z2034234771ST,,,,,,
1111-1111-1111-2102,Z2034236301ST,,,,,,
1111-1111-1111-2103,Z2034251571ST,,,,,,
1111-1111-1111-2104,Z2043253581ST,,,,,,
1111-1111-1111-2105,Z2043263811ST,,,,,,
1111-1111-1111-2106,Z2044247741ST,,,,,,
1111-1111-1111-2107,Z2044247911ST,,,,,,
1111-1111-1111-2108,Z2053249441ST,,,,,,
1111-1111-1111-2109,Z2053290801ST,,,,,,
1111-1111-1111-2110,Z2073229521ST,,,,,,
1111-1111-1111-2111,Z2073234221ST,,,,,,
1111-1111-1111-2112,Z2073252851ST,,,,,,
1111-1111-1111-2113,Z2073260651ST,,,,,,
1111-1111-1111-2114,Z2073261031ST,,,,,,
1111-1111-1111-2115,Z2073295181ST,,,,,,
1111-1111-1111-2116,Z2113258291ST,,,,,,
1111-1111-1111-2117,Z2114253691ST,,,,,,
1111-1111-1111-2118,Z2114257281ST,,,,,,
1111-1111-1111-2119,Z2124216611ST,,,,,,
1111-1111-1111-2120,Z2124226911ST,,,,,,
1111-1111-1111-2121,Z2124237451ST,,,,,,
1111-1111-1111-2122,Z2124287781ST,,,,,,
1111-1111-1111-2123,Z2134254081ST,,,,,,
1111-1111-1111-2124,Z2134269901ST,,,,,,
1111-1111-1111-2125,Z2134297591ST,,,,,,
1111-1111-1111-2126,Z2143223331ST,,,,,,
1111-1111-1111-2127,Z2143232921ST,,,,,,
1111-1111-1111-2128,Z2143275251ST,,,,,,
1111-1111-1111-2129,Z2144267071ST,,,,,,
1111-1111-1111-2130,Z2154260531ST,,,,,,
1111-1111-1111-2131,Z2154261871ST,,,,,,
1111-1111-1111-2132,Z2154267221ST,,,,,,
1111-1111-1111-2133,Z2154267341ST,,,,,,
1111-1111-1111-2134,Z2154271501ST,,,,,,
1111-1111-1111-2135,Z2163227551ST,,,,,,
1111-1111-1111-2136,Z2163260471ST,,,,,,
1111-1111-1111-2137,Z2163279831ST,,,,,,
1111-1111-1111-2138,Z2173225851ST,,,,,,
1111-1111-1111-2139,Z2173240921ST,,,,,,
1111-1111-1111-2140,Z2204299401ST,,,,,,
